Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Citrate cycle (TCA cycle)	14/30	0.0019495252607678408	0.049365447548304145	0	0	3.1867735936773594	19.886007038700708	PDHA1;MDH1;IDH1;PDHB;CS;ACLY;PC;OGDH;ACO1;DLAT;ACO2;PCK1;DLD;PCK2
Morphine addiction	32/91	0.001988415184698947	0.049365447548304145	0	0	1.9781924069062653	12.305182363882397	GABRB1;PDE1C;PDE1B;PDE3B;ARRB1;ADCY1;GNAI1;ADCY5;GRK3;PDE11A;GNG2;GRK5;PRKACG;GNG7;DRD1;PDE8B;PRKACA;GABRE;GABRA2;GABRP;GABBR1;KCNJ6;PDE2A;GABRG3;GNG11;GABRG1;GNAO1;PDE10A;PDE3A;GNB3;PDE7B;PDE7A
Calcium signaling pathway	71/240	0.00213012891215704	0.049365447548304145	0	0	1.5354855346700957	9.445651017552253	RET;RYR1;RYR2;CHRM1;FLT1;CALML5;HTR2B;ADRA1D;ADRA1B;FGF2;ADRA1A;GRM1;CYSLTR1;HTR7;CYSLTR2;FGF9;PLCZ1;PRKACG;KDR;PRKACA;LHCGR;CAMK1D;SPHK1;TNNC1;HGF;MST1;F2R;AVPR1A;NGF;TRDN;ITPKB;ASPH;AGTR1;PPIF;CASQ2;PLCB2;PDE1C;PDE1B;PTGER3;PDGFB;PDGFA;CXCR4;ADRB1;MST1R;ADCY1;ADRB2;CACNA1F;GNA14;GRIN2A;GNA15;PLN;TBXA2R;FGF20;DRD1;NTRK1;EGF;NOS3;NTRK3;VEGFB;ATP2B4;VEGFC;GRIN1;FGF17;P2RX6;P2RX5;HRC;CAMK1;CALM1;FGFR4;FGFR3;FGFR2
ECM-receptor interaction	31/88	0.002244696489250092	0.049365447548304145	0	0	1.9834060062642018	12.09716008501411	ITGB1;ITGB4;LAMC3;LAMA1;ITGB3;LAMA4;LAMC1;THBS4;COMP;SV2B;ITGB8;ITGB7;CD36;VWF;LAMB3;ITGA2;ITGA1;FN1;HSPG2;COL2A1;COL4A2;COL4A1;COL4A4;ITGA10;COL4A3;ITGA7;COL9A3;ITGA5;COL9A2;AGRN;FREM1
Glycine, serine and threonine metabolism	17/40	0.002358222016638733	0.049365447548304145	0	0	2.6926079877018925	16.289867236142303	DMGDH;AOC3;ALAS2;ALAS1;AOC2;GLDC;MAOA;SHMT1;AMT;PIPOX;GCAT;GCSH;CBS;PSAT1;CHDH;PGAM4;DLD
Dilated cardiomyopathy	33/96	0.0026069365488447394	0.051161129771078014	0	0	1.9104432807444716	11.366334146724476	ITGB1;RYR2;ITGB4;LAMA1;ITGB3;ADRB1;ADCY1;CACNA1F;TNF;ADCY5;CACNG8;SGCD;PLN;SGCA;SGCB;PRKACG;ITGB8;ITGB7;PRKACA;SGCG;TGFB2;CACNA2D1;ITGA2;TNNC1;ITGA1;CACNA2D2;IGF1;AGT;ACTC1;TNNT2;ITGA10;ITGA7;ITGA5
Viral protein interaction with cytokine and cytokine receptor	34/100	0.00278104227350313	0.05136748669882251	0	0	1.87894356927519	11.057450445332899	CCL14;CX3CR1;CXCL9;CXCL8;IL20RB;CXCR4;CXCL13;CXCL3;IL2RG;TNF;CXCL2;CX3CL1;CXCL5;CXCR1;CCL5;CXCR3;CCL4;CXCR2;CCL3;TNFRSF14;CCR6;CCL19;CCR5;PF4V1;CCR2;CCL22;IL34;TNFRSF10C;IL18;IL22RA1;IL6;ACKR3;IL6ST;CCL28
Primary immunodeficiency	16/38	0.00351527742011813	0.06132206166206071	0	0	2.6489640591966173	14.968333880047826	TNFRSF13B;TNFRSF13C;CD3E;IL2RG;CD3D;CD79A;ZAP70;CD40LG;CD8B;CD8A;IGLL1;LCK;BTK;ICOS;IL7R;ADA
Rap1 signaling pathway	62/210	0.004099414398267225	0.0677482168976794	0	0	1.5299304946695638	8.409891987475286	ITGB1;FLT1;CALML5;ITGB3;ITGB2;PIK3CD;ITGAL;SIPA1L3;FGF2;FGF9;AKT2;AKT3;KDR;RAC2;MAP2K1;HGF;F2R;ARAP3;NGF;PGF;APBB1IP;MRAS;KIT;TLN2;TLN1;RAPGEF5;PLCB2;SKAP1;RGS14;PDGFB;LPAR2;PDGFA;LPAR3;ADCY1;PRKCZ;EFNA4;GNAI1;RAP1GAP;ADCY5;GRIN2A;CNR1;FGF20;ANGPT4;ANGPT2;ANGPT1;EGF;VEGFB;VEGFC;IGF1;GRIN2B;GRIN1;FGF17;GNAO1;EFNA3;LPAR5;ID1;TEK;CALM1;FGFR4;FGFR3;FGFR2;LAT
PI3K-Akt signaling pathway	97/354	0.0052394620835007856	0.08225955471096233	0	0	1.3801000292359098	7.2476455967776	CHRM1;FGF2;COMP;PPP2R1B;CCND1;FGF9;CREB3L4;AKT2;MYC;AKT3;KDR;MAP2K1;HGF;F2R;RPS6;PGF;COL4A2;COL4A1;COL4A4;COL4A3;PDGFB;LPAR2;PDGFA;TGFA;LPAR3;EFNA4;FGF20;PCK1;PCK2;BDNF;FN1;IGF2;IGF1;GNG11;FGF17;EFNA3;IL6;LPAR5;IL7;ITGA10;GNB3;COL9A3;COL9A2;FGFR4;IL7R;FGFR3;FGFR2;ITGB1;CDKN1A;FLT1;ITGB4;LAMC3;ITGB3;PTEN;PIK3CD;FASLG;PRL;LAMC1;GYS2;GHR;GYS1;ITGB8;ITGB7;YWHAG;VWF;ITGA2;ITGA1;PPP2R5A;NGF;COL2A1;KIT;ITGA7;SGK3;ITGA5;SOS1;SGK2;TLR4;TLR2;CREB5;LAMA1;LAMA4;IL2RG;THBS4;NTF4;GNG2;GNG7;NTF3;NTRK1;ANGPT4;ANGPT2;ANGPT1;LAMB3;EGF;NOS3;VEGFB;VEGFC;TEK
Focal adhesion	58/201	0.008971378297967462	0.13414346597913251	0	0	1.4803529021471717	6.97796309877978	ITGB1;FLT1;ITGB4;LAMC3;ITGB3;PTEN;PIK3CD;LAMC1;COMP;CCND1;AKT2;AKT3;KDR;RAC2;ITGB8;ITGB7;MAP2K1;VWF;HGF;ITGA2;ITGA1;PGF;COL2A1;COL4A2;COL4A1;COL4A4;COL4A3;ITGA7;TLN2;ITGA5;TLN1;SOS1;BIRC3;SHC4;LAMA1;ROCK2;LAMA4;PDGFB;PDGFA;THBS4;PAK6;FYN;PAK3;PAK5;PAK4;LAMB3;CAV2;EGF;CAV1;FN1;VEGFB;VEGFC;IGF1;PARVB;MAPK10;ITGA10;COL9A3;COL9A2
Central carbon metabolism in cancer	24/70	0.009693107969750887	0.13834708647735358	0	0	1.900968434701568	8.813536305430631	RET;NTRK1;G6PD;MAP2K1;TIGAR;PDHA1;GLS2;IDH1;NTRK3;PTEN;PIK3CD;PDHB;HK2;SLC7A5;LDHB;LDHA;AKT2;MYC;AKT3;KIT;PGAM4;FGFR3;FGFR2;PDK1
Cytokine-cytokine receptor interaction	80/295	0.013517752450245469	0.18454670736422074	0	0	1.3588071238772865	5.847968144704229	ACVRL1;CNTFR;CXCL9;CXCL8;TNFRSF13B;IL26;CXCL17;FASLG;PRL;TNFRSF13C;CXCL13;CXCL3;TNF;CXCL2;CX3CL1;CXCL5;CXCL16;GHR;LEPR;TNFSF11;TNFRSF8;IL12A;CCR6;CCR5;PF4V1;CCR2;TNFRSF18;IL18;NGF;TGFBR2;EDAR;IL23A;IFNE;LTB;IL6ST;CCL14;CX3CR1;IL20RB;CXCR4;TNFRSF11B;CXCR6;TNFRSF11A;IL2RG;IL1RL1;IL1RL2;ACVR1C;CXCR1;CXCR3;CCL5;CXCR2;CCL4;CCL3;IL21R;TNFRSF17;TNFRSF14;CCL19;IL12RB1;TGFB2;CCL22;IL34;TNFRSF10C;BMP8B;IFNLR1;GDF3;BMP7;BMP6;IL22RA1;BMP3;BMP2;IL6;CD40LG;IL7;TNFSF4;CD27;TNFSF9;ACKR3;INHA;BMPR1B;IL7R;CCL28
Proximal tubule bicarbonate reclamation	10/23	0.01525856772624029	0.1961963943452309	0	0	2.7994926578298616	11.709197507088621	SLC9A3;MDH1;GLS2;CA4;ATP1B3;ATP1B1;PCK1;SLC4A4;AQP1;PCK2
Protein digestion and absorption	32/103	0.015620732033855961	0.1961963943452309	0	0	1.642587551452506	6.831778314477309	COL17A1;KCNK5;COL13A1;COL12A1;COL11A2;SLC3A1;DPP4;PRSS3;KCNN4;CPA2;COL27A1;MME;COL25A1;COL22A1;KCNJ13;COL23A1;ATP1B3;ATP1B1;ACE2;SLC9A3;COL3A1;COL2A1;COL4A2;CTRL;COL4A1;COL4A4;COL5A3;COL7A1;COL4A3;COL5A2;COL9A3;COL9A2
Small cell lung cancer	29/92	0.016893595584719617	0.20402265436930614	0	0	1.6773079187354905	6.844792855526593	ITGB1;CDKN1A;LAMC3;LAMA1;LAMA4;PTEN;PIK3CD;LAMC1;CCND1;AKT2;MYC;AKT3;E2F1;E2F2;RXRG;CDKN2B;LAMB3;GADD45A;ITGA2;FN1;DDB2;COL4A2;TRAF4;COL4A1;COL4A4;COL4A3;CKS2;CYCS;BIRC3
Valine, leucine and isoleucine degradation	17/48	0.01941042638715056	0.2199271711271063	0	0	1.996720917842859	7.870963868059543	ACAA2;ECHS1;HMGCS1;MCCC1;AACS;ACAT1;ALDH3A2;ALDH6A1;ALDH2;PCCA;OXCT1;EHHADH;PCCB;AOX1;ACADM;HADH;DLD
Rheumatoid arthritis	29/93	0.019611340100506296	0.2199271711271063	0	0	1.650994285047819	6.491127228902343	CXCL8;FLT1;ITGB2;TCIRG1;TNFRSF11A;CXCL3;ITGAL;CXCL2;TNF;CXCL5;CCL5;CCL3;CTLA4;TNFSF11;ATP6V0A4;HLA-DOB;HLA-DQA1;TGFB2;ANGPT1;MMP3;IL18;IL6;IL23A;LTB;TEK;TLR4;ATP6V1B1;HLA-DQB1;TLR2
Hypertrophic cardiomyopathy	28/90	0.02222899676698015	0.2406863787873023	0	0	1.6453117477130477	6.262645009723341	ITGB1;RYR2;ITGB4;LAMA1;ITGB3;CACNA1F;TNF;CACNG8;SGCD;SGCA;SGCB;ITGB8;ITGB7;SGCG;TGFB2;CACNA2D1;ITGA2;TNNC1;ITGA1;CACNA2D2;IGF1;AGT;IL6;ACTC1;TNNT2;ITGA10;ITGA7;ITGA5
Ether lipid metabolism	17/49	0.02389538398923622	0.2501050190873391	0	0	1.9341998139102117	7.2224374550743695	GAL3ST1;TMEM86B;PLA2G4B;PLA2G2A;GDPD1;PLA2G4A;PLA2G3;PLD4;PLAAT3;PLA2G7;PLB1;UGT8;ENPP2;ENPP6;PAFAH1B3;PLPP2;PLPP1
Legionellosis	19/57	0.02693068838347706	0.27278181136812246	0	0	1.8205724924365836	6.580438902669392	HSPA8;CXCL8;SAR1A;BNIP3;ITGB2;IL18;CXCL3;CXCL2;TNF;PYCARD;EEF1G;IL6;CYCS;IL12A;CD14;SEC22B;TLR5;TLR4;TLR2
Renin secretion	22/69	0.0302641437567315	0.2962709151552364	0	0	1.704575409527396	5.962249619874835	GUCY1A2;GUCY1B1;CALML5;PDE1C;NPR1;PDE1B;PDE3B;ADRB1;ADRB2;CACNA1F;GNAI1;AGT;AQP1;ADCY5;PRKACG;AGTR1;CLCA2;PDE3A;PRKACA;CALM1;PLCB2;CLCA4
Fatty acid degradation	15/43	0.03113675222969045	0.2962709151552364	0	0	1.9500448400704156	6.76542007351794	ACAA2;ECHS1;ADH1B;ACSL1;ADH1A;ACSL6;ACSL4;ACAT1;ALDH3A2;ACADL;ALDH2;ACOX1;EHHADH;ACADM;HADH
Starch and sucrose metabolism	13/36	0.03270575391455837	0.29977334692922214	0	0	2.05713910416393	7.035835918974652	GPI;MGAM;AMY2B;GBE1;PYGM;PYGL;HK2;GYS2;GYS1;MGAM2;UGP2;GYG2;PGM1
GABAergic synapse	27/89	0.03341422656854387	0.29977334692922214	0	0	1.5861807023217684	5.391068976159555	GABRB1;GLS2;ADCY1;CACNA1F;GNAI1;ADCY5;TRAK2;GNG2;PRKACG;GNG7;PRKACA;GABRE;GLUL;GABRA2;GABRP;GABARAPL1;GABBR1;KCNJ6;PLCL1;SLC6A12;SLC6A11;GABRG3;GNG11;GABRG1;GNAO1;GNB3;HAP1
Amoebiasis	30/102	0.03884809151887649	0.33884168713686713	0	0	1.5177321511899207	4.929740226755253	CXCL8;LAMC3;LAMA1;LAMA4;ITGB2;PIK3CD;LAMC1;ADCY1;CXCL3;TNF;CXCL2;GNA14;GNA15;PRKACG;IL12A;CD14;PRKACA;TGFB2;ARG2;LAMB3;FN1;IL6;COL3A1;COL4A2;COL4A1;COL4A4;COL4A3;PLCB2;TLR4;TLR2
Proteoglycans in cancer	55/205	0.042507322790553186	0.36073782043874864	0	0	1.336728467495893	4.221493990871865	ITGB1;CDKN1A;ITGB3;PIK3CD;FASLG;FZD10;FGF2;TNF;CCND1;AKT2;MYC;PRKACG;AKT3;KDR;TIMP3;PRKACA;MAP2K1;WNT5B;HGF;ITGA2;RPS6;WNT9B;ANK2;ANK3;WNT16;ANK1;HSPG2;MMP9;MRAS;SMO;ITGA5;SOS1;TLR4;TLR2;ROCK2;TWIST2;TWIST1;CBL;WNT6;WNT4;FZD1;WNT10A;TGFB2;FZD4;CAV2;WNT3A;FZD7;CAV1;RDX;FN1;IGF2;MSN;PTPN11;IGF1;PTPN6
Pathways in cancer	131/531	0.04605857783591228	0.3644778814760534	0	0	1.1960597371565114	3.681282010123618	CALML5;HHIP;FZD10;FGF2;ETS1;RPS6KA5;FGF9;CCND1;AKT2;MYC;PRKACG;AKT3;IL12A;PIM2;PRKACA;MAP2K1;WNT5B;HGF;F2R;PGF;AR;SMO;COL4A2;IL23A;COL4A1;COL4A4;COL4A3;AGTR1;IL6ST;EPAS1;NOTCH4;MGST3;PDGFB;MGST1;PDGFA;GSTT2;LPAR2;TGFA;LPAR3;FOXO1;WNT6;FGF20;HMOX1;GSTT2B;WNT4;FZD1;WNT10A;TGFB2;FZD4;GADD45A;WNT3A;FZD7;ZBTB16;PTCH2;FN1;IGF2;IGF1;GNG11;ESR2;FGF17;BMP2;IL6;LPAR5;IL7;CYCS;GNB3;CALM1;FGFR4;IL7R;FGFR3;FGFR2;RET;ALK;ITGB1;CDKN1A;CXCL8;LAMC3;PTEN;PIK3CD;FASLG;LAMC1;GLI1;BBC3;MECOM;RAC2;GSTO2;ITGA2;WNT9B;WNT16;MMP9;DDB2;TGFBR2;TRAF4;KIT;CKS2;PPARG;SOS1;PLCB2;BIRC3;CEBPA;ROCK2;LAMA1;LAMA4;PTGER3;CXCR4;ADCY1;IL2RG;CBL;GNAI1;ADCY5;DLL4;GNG2;GNG7;GNA12;E2F1;E2F2;CTNNA3;IL12RB1;RXRG;NTRK1;NQO1;CDKN2B;LAMB3;EGF;VEGFB;VEGFC;AGT;MAPK10;HEYL;GSTA2;GSTA1
Cocaine addiction	16/49	0.048135942655557	0.3644778814760534	0	0	1.7647357293868922	5.353724898959824	GPSM1;MAOA;BDNF;GRIN2B;GNAI1;ADCY5;GRIN1;GRM2;GRIN2A;CREB3L4;PRKACG;DRD1;PRKACA;RGS9;CREB5;CDK5R1
One carbon pool by folate	8/20	0.048389885328331925	0.3644778814760534	0	0	2.425255338904364	7.344799619501927	DHFR;ALDH1L1;MTHFD1;SHMT1;AMT;TYMS;ALDH1L2;FTCD
Biosynthesis of unsaturated fatty acids	10/27	0.04875181854138294	0.3644778814760534	0	0	2.1402420698888007	6.465698642904487	FADS2;ELOVL5;ACOX1;SCD;ACOT2;ACOT1;ELOVL6;HACD2;FADS1;ACOT4
Fatty acid elongation	10/27	0.04875181854138294	0.3644778814760534	0	0	2.1402420698888007	6.465698642904487	ACAA2;ECHS1;MECR;ELOVL5;ACOT2;ACOT1;ELOVL6;HADH;HACD2;ACOT4
Axon guidance	49/182	0.05015264071664456	0.36623091127968355	0	0	1.3427034894477816	4.018287396770404	ITGB1;ROBO2;NRP1;LRRC4;PIK3CD;RGS3;CFL2;RAC2;EPHB2;EPHB1;EPHB3;SEMA6B;WNT5B;TRPC3;RGMA;SMO;EPHA1;EPHA3;NGEF;ROCK2;SEMA3A;SEMA3G;CXCR4;EFNA4;PRKCZ;NTN1;GNAI1;ABLIM2;ABLIM3;PLXNA2;PAK6;FYN;PAK3;PLXNA4;PAK5;WNT4;PAK4;SEMA4A;SEMA4D;SEMA4B;PTPN11;SEMA4G;L1CAM;BMP7;EFNA3;PLXNB3;PLXNB2;PLXNB1;BMPR1B
cAMP signaling pathway	57/216	0.05251018094609988	0.3690224202595118	0	0	1.3067776561953155	3.850744713253365	RYR2;CHRM1;CALML5;HHIP;PDE3B;PIK3CD;GLI1;LIPE;CREB3L4;AKT2;PRKACG;AKT3;RAC2;CNGA1;FFAR2;CNGA3;SOX9;PRKACA;LHCGR;MAP2K1;F2R;ARAP3;ATP1B3;SSTR1;ATP1B1;SSTR2;ACOX1;PPARA;CREB5;GRIA1;SUCNR1;NPR1;ROCK2;PTGER3;ADRB1;ADCY1;ADRB2;CACNA1F;GNAI1;ADCY5;HCAR2;HCAR3;GRIN2A;PLN;DRD1;GRIA4;GABBR1;BDNF;ATP2B4;HTR1B;GRIN2B;GRIN1;MAPK10;PDE10A;PDE3A;GHRL;CALM1
Tryptophan metabolism	14/42	0.05288537869961157	0.3690224202595118	0	0	1.819618781961878	5.3490030002529885	ECHS1;MAOA;HAAO;INMT;ACAT1;ALDH3A2;ALDH2;EHHADH;CAT;AOX1;HADH;ALDH8A1;DLD;IDO1
Adipocytokine signaling pathway	21/69	0.054097763843789726	0.3692760401510864	0	0	1.5927240977881256	4.64591635100431	ACSL1;ADIPOQ;IRS4;ACSL6;ACSL4;PTPN11;SLC2A4;TNF;ACACB;ADIPOR2;MAPK10;AKT2;AKT3;LEPR;PRKCQ;CD36;PPARA;PCK1;NFKBIE;RXRG;PCK2
Vitamin digestion and absorption	9/24	0.05577362667567687	0.3726152931098412	0	0	2.182818667285814	6.30060602608593	BTD;FOLH1;SLC23A1;SLC52A3;SLC19A3;LRAT;APOB;PLB1;SLC19A1
Glutamatergic synapse	32/114	0.0607804737917084	0.3976055993874258	0	0	1.4212384140648129	3.980159270905752	GRIA1;GLS2;GRIK3;SLC1A3;GRIK1;GRIK2;ADCY1;SLC1A6;GRM1;GNAI1;ADCY5;GRM2;GRIN2A;GRK3;GRM4;GNG2;PRKACG;GNG7;SLC17A7;PRKACA;GLUL;GRIA4;HOMER2;PLA2G4B;PLA2G4A;GNG11;GRIN2B;GRIN1;GNAO1;GNB3;PLCB2;SHANK2
Carbohydrate digestion and absorption	15/47	0.06546457265445814	0.41321316981708966	0	0	1.7058532899325738	4.650575978082564	MGAM;AMY2B;PIK3CD;ATP1B3;SLC5A1;SLC2A5;ATP1B1;HK2;MGAM2;GNAT3;AKT2;AKT3;LCT;TAS1R3;PLCB2
Ovarian steroidogenesis	16/51	0.06711315404409186	0.41321316981708966	0	0	1.6636810631229235	4.494226794230966	LHCGR;PLA2G4B;AKR1C3;PLA2G4A;ADCY1;IGF1;CYP19A1;BMP6;ADCY5;PRKACG;HSD17B2;ACOT2;ACOT1;PRKACA;LDLR;ACOT4
Hematopoietic cell lineage	28/99	0.06964039759976975	0.41321316981708966	0	0	1.4359233760773598	3.825889255425095	ITGB3;CD3G;CD3E;TNF;CD3D;ANPEP;CD37;CD14;CD36;FCGR1A;HLA-DOB;CD34;HLA-DQA1;MME;ITGA2;ITGA1;CD2;IL6;CD8B;CD8A;IL7;CD5;KIT;CD7;ITGA5;IL7R;MS4A1;HLA-DQB1
Basal cell carcinoma	19/63	0.07010032211863672	0.41321316981708966	0	0	1.5717096494382974	4.1773337409791695	FZD1;CDKN1A;WNT10A;WNT5B;FZD4;GADD45A;WNT3A;HHIP;FZD7;PTCH2;WNT9B;FZD10;GLI1;WNT16;DDB2;WNT6;BMP2;SMO;WNT4
Glycolysis / Gluconeogenesis	20/67	0.07060039463322834	0.41321316981708966	0	0	1.5488925868695274	4.105679852799703	GPI;ACSS2;PDHA1;ADH1B;ADH1A;PDHB;HK2;ALDH3A2;LDHB;LDHA;ALDH2;GAPDHS;PGAM4;ALDOC;DLAT;ACSS1;PCK1;DLD;PGM1;PCK2
Glioma	22/75	0.07106213748446764	0.41321316981708966	0	0	1.5110245977274126	3.9954521612926013	SHC4;CDKN1A;MAP2K1;CAMK1D;CALML5;EGF;GADD45A;PTEN;PDGFB;PIK3CD;PDGFA;TGFA;IGF1;DDB2;CCND1;AKT2;AKT3;E2F1;E2F2;CAMK1;SOS1;CALM1
Fatty acid biosynthesis	7/18	0.07308403029273643	0.4172433729439861	0	0	2.3146268908626766	6.055400493109579	MECR;ACSL1;FASN;ACSL6;ACSL4;ACACB;ACACA
Insulin resistance	30/108	0.07606818507764136	0.41847480675651383	0	0	1.4004450985318928	3.607721865906466	PTEN;PIK3CD;PYGM;PYGL;SLC2A4;TNF;ACACB;PRKCZ;FOXO1;GYS2;GYS1;RPS6KA6;CREB3L4;AKT2;RPS6KA2;AKT3;RPS6KA1;CD36;PCK1;PCK2;NOS3;GFPT1;PTPN11;AGT;MAPK10;IL6;PRKCQ;PPARA;SLC27A2;CREB5
T cell receptor signaling pathway	29/104	0.07681789993150094	0.41847480675651383	0	0	1.4078563097737344	3.6130064175410936	PIK3CD;CD3G;CD3E;TNF;CD3D;AKT2;GRAP2;AKT3;CTLA4;PAK6;FYN;ICOS;PAK3;PAK5;PAK4;MAP2K1;MAPK10;ZAP70;CD40LG;CD8B;CD8A;LCK;PRKCQ;PTPN6;PDCD1;NFKBIE;SOS1;CARD11;LAT
